nome,data_nascimento,altura,posicao,id_time
Victor Nathan,1962-03-08,2.04,zagueiro,14
Gustavo João,1956-10-28,1.6,goleiro,5
Otávio Victor,2009-02-26,1.59,atacante,9
Bruno Felipe,2020-12-01,1.83,lateral-esquerdo,10
Felipe Diego,2017-03-18,1.84,atacante,18
Carlos Bruno,2002-08-28,1.64,zagueiro,7
Nathan Thiago,2011-12-01,1.63,lateral-esquerdo,9
Carlos Willian,1984-06-11,1.69,zagueiro,14
Nathan Samuel,1955-03-05,1.88,zagueiro,13
Victor Rafael,1981-11-09,1.99,goleiro,13
Willian Paulo,2009-11-23,2.01,meio-campista,7
Rafael Carlos,1966-04-07,1.92,volante,20
Rafael Samuel,1964-03-03,2.1,meio-campista,17
Henrique Henrique,1985-07-11,1.8,volante,14
Eduardo Samuel,1967-11-06,1.98,zagueiro,6
Rafael Felipe,2009-06-16,1.73,volante,7
Felipe Carlos,1968-04-01,1.5,atacante,19
Felipe Willian,1969-07-16,1.89,zagueiro,9
Willian Gustavo,2019-01-10,2.03,atacante,2
Diego Diego,2015-11-27,1.99,goleiro,4
Gustavo Henrique,1982-10-12,1.51,meio-campista,15
Lucas Bruno,2011-08-25,1.55,atacante,5
Thiago Otávio,2017-05-19,1.95,atacante,14
João Marcelo,2015-11-22,2.04,zagueiro,9
Victor Gustavo,1950-02-13,1.65,volante,7
Otávio Otávio,1959-01-09,2.02,volante,2
Otávio Igor,1975-06-12,1.79,goleiro,6
Felipe André,1990-01-06,2.02,atacante,20
Igor Felipe,2014-03-12,2.04,atacante,17
Thiago Thiago,2013-09-25,2.09,goleiro,19
Bruno Gustavo,1956-04-10,1.94,atacante,4
André Lucas,2009-03-24,2.09,lateral-esquerdo,9
Carlos Victor,1991-05-08,1.56,lateral-esquerdo,6
Nathan João,2001-10-05,1.81,zagueiro,2
Willian Otávio,1965-05-14,1.51,zagueiro,2
Eduardo Lucas,1978-12-21,1.72,atacante,18
André Lucas,2001-12-12,1.7,lateral-esquerdo,5
Felipe Carlos,2011-11-08,1.59,goleiro,3
Samuel Paulo,1965-11-12,2.07,meio-campista,4
André Willian,1987-01-25,1.52,zagueiro,20
Felipe Samuel,1963-11-23,1.75,lateral-esquerdo,1
Felipe Eduardo,1950-09-08,1.85,lateral-direito,10
Rafael Carlos,2018-11-09,1.66,volante,18
Gustavo Willian,1972-12-03,1.95,volante,1
João Diego,1963-12-17,1.58,atacante,12
Eduardo Nathan,1984-02-13,1.88,goleiro,9
Willian Rafael,2020-08-03,1.99,zagueiro,1
Otávio Victor,1999-12-08,1.73,lateral-esquerdo,3
Willian Otávio,2006-12-13,1.9,lateral-esquerdo,9
Willian Bruno,1965-07-10,1.95,atacante,6
Diego Diego,1952-10-14,1.98,lateral-direito,16
Eduardo Eduardo,1991-11-10,1.9,lateral-direito,8
Marcelo Rafael,1972-01-19,1.51,meio-campista,2
Bruno André,1989-11-06,1.66,lateral-esquerdo,16
Marcelo André,2019-03-12,2.08,goleiro,18
Otávio Paulo,1959-08-09,2.08,goleiro,8
Lucas Lucas,2016-05-13,1.53,zagueiro,15
Lucas Otávio,1962-07-05,1.79,atacante,12
Bruno Diego,1991-02-08,1.85,zagueiro,19
Rafael Willian,1965-03-28,1.94,meio-campista,16
Nathan Samuel,1954-01-12,1.74,meio-campista,7
Marcelo João,1981-01-08,1.76,meio-campista,4
Bruno André,1987-03-15,1.81,zagueiro,20
Felipe Carlos,2002-06-24,1.62,lateral-esquerdo,15
Thiago Eduardo,1993-10-11,1.77,lateral-direito,6
Henrique Rafael,1970-09-27,1.76,meio-campista,12
Samuel André,2018-03-03,1.54,lateral-esquerdo,20
Eduardo Igor,1953-09-10,1.6,atacante,1
Eduardo João,1984-05-19,1.88,volante,14
Willian Carlos,1956-11-13,1.93,volante,19
Nathan Gustavo,2012-06-15,2.07,atacante,10
Otávio Otávio,1959-08-11,1.91,goleiro,6
Rafael João,1962-08-02,1.97,lateral-esquerdo,18
Felipe Eduardo,2002-04-16,1.67,lateral-direito,19
Thiago Willian,1998-10-04,1.88,zagueiro,17
João Willian,1982-03-25,2.04,zagueiro,6
Lucas Gustavo,2015-02-20,1.73,lateral-direito,3
Lucas Carlos,1953-12-14,1.97,lateral-esquerdo,4
Samuel Nathan,1996-05-22,1.77,goleiro,1
Igor Paulo,1978-09-21,1.91,goleiro,12
Carlos Lucas,1966-06-22,1.78,atacante,8
Marcelo André,1973-06-15,1.83,atacante,5
Victor Thiago,2002-09-06,2.07,goleiro,5
Felipe Victor,1998-07-23,1.77,volante,4
Otávio Samuel,2005-09-28,1.7,volante,15
Henrique Carlos,1959-12-17,1.96,meio-campista,5
Henrique Paulo,1956-06-08,1.69,atacante,17
Paulo André,2010-07-26,1.59,meio-campista,10
Diego Paulo,1994-10-01,1.67,goleiro,15
Carlos Marcelo,2005-12-10,1.97,atacante,3
Otávio Thiago,1972-08-20,1.76,meio-campista,1
Henrique André,1967-07-26,1.62,zagueiro,2
Igor Victor,2013-08-20,1.9,goleiro,7
Igor Carlos,1955-08-07,1.65,lateral-esquerdo,6
Igor Nathan,1990-06-07,1.99,goleiro,17
Igor Igor,2016-01-21,1.64,meio-campista,6
Nathan Eduardo,1973-08-18,2.08,meio-campista,8
Henrique André,2015-02-24,1.58,meio-campista,3
Nathan Otávio,1989-09-17,1.97,volante,7
Victor Rafael,1988-07-18,1.64,volante,18
Willian Samuel,1987-11-16,1.94,lateral-direito,6
Diego Rafael,1999-02-10,1.74,lateral-direito,6
Lucas Eduardo,1985-07-03,1.84,zagueiro,16
Carlos Gustavo,1969-08-28,1.85,atacante,13
Marcelo Felipe,2009-06-11,1.83,lateral-direito,1
Carlos Otávio,1978-05-06,1.9,goleiro,13
Nathan Nathan,1960-02-14,1.52,meio-campista,11
Paulo Victor,1983-08-05,1.84,volante,1
Rafael João,1977-07-27,1.85,goleiro,20
Felipe Carlos,1953-05-16,1.86,volante,2
Thiago Henrique,2006-03-28,1.87,goleiro,18
Henrique Lucas,1957-04-24,1.95,zagueiro,6
André André,1974-03-20,1.55,zagueiro,3
Bruno Samuel,2003-07-17,1.76,meio-campista,11
Nathan Nathan,2006-07-21,1.93,zagueiro,14
Diego Lucas,1953-05-07,2.06,goleiro,3
João André,1955-01-26,1.89,meio-campista,5
Victor Otávio,1965-06-24,2.07,volante,2
Marcelo Felipe,2002-11-16,1.54,meio-campista,6
Nathan Victor,2019-11-02,1.85,lateral-direito,16
Henrique Willian,1989-04-26,1.92,meio-campista,14
Thiago Felipe,2016-11-13,1.58,lateral-esquerdo,17
Igor Eduardo,2014-12-08,1.51,lateral-esquerdo,2
Carlos Felipe,1972-06-14,1.95,volante,5
Rafael Otávio,1951-08-20,1.83,meio-campista,20
Paulo Marcelo,1967-05-19,1.6,lateral-direito,9
Rafael Eduardo,1999-01-25,1.58,goleiro,8
Henrique João,2014-11-28,1.71,goleiro,8
André Rafael,2019-02-25,1.93,zagueiro,17
Henrique Paulo,2000-11-18,1.54,lateral-esquerdo,20
Willian Igor,1973-11-05,1.83,volante,18
Igor Diego,1961-04-16,1.58,volante,18
Otávio Willian,1979-08-10,1.85,lateral-esquerdo,12
Eduardo Felipe,1959-06-09,2.04,lateral-esquerdo,12
Nathan Lucas,1967-08-06,1.87,meio-campista,4
Bruno Diego,1985-02-26,2.04,meio-campista,18
Rafael Diego,2017-12-14,1.95,zagueiro,8
Carlos Thiago,2003-05-27,1.64,meio-campista,16
Diego Samuel,1992-06-21,1.55,lateral-direito,7
Igor Victor,1995-04-05,1.67,goleiro,13
Otávio Lucas,1987-03-17,1.89,goleiro,15
Rafael Victor,1997-03-02,1.97,atacante,3
André Diego,2019-04-11,2.02,goleiro,4
Marcelo Felipe,2011-02-04,2.08,volante,20
Samuel Samuel,1963-08-01,2.09,atacante,11
Lucas João,1980-01-25,1.76,atacante,7
Marcelo Gustavo,2007-01-07,2.06,goleiro,12
Victor Samuel,1990-01-23,1.62,lateral-direito,14
Otávio Lucas,1993-07-13,1.83,atacante,19
Otávio Lucas,1983-11-01,1.66,meio-campista,15
Henrique Felipe,1956-03-06,1.54,zagueiro,14
Willian André,2018-04-08,1.82,lateral-esquerdo,19
Diego Thiago,1964-10-27,1.73,lateral-esquerdo,1
Igor Carlos,2013-04-09,1.97,lateral-direito,2
Willian Henrique,1980-10-24,1.79,volante,12
Bruno Igor,1963-08-25,1.73,goleiro,20
Rafael Paulo,1959-10-02,1.78,lateral-esquerdo,20
Samuel Carlos,1959-06-04,1.84,zagueiro,9
Diego Felipe,1950-11-27,1.6,lateral-esquerdo,12
Willian André,1994-12-20,1.7,volante,20
Willian Marcelo,2019-09-26,2.08,meio-campista,16
Lucas Bruno,1984-01-04,2.08,meio-campista,11
Willian Nathan,1960-01-10,2.08,lateral-direito,12
Bruno Eduardo,1973-06-28,1.56,volante,12
Willian Igor,1962-10-06,1.71,lateral-direito,19
Marcelo Rafael,1999-05-17,1.57,zagueiro,19
Bruno Samuel,1967-11-21,1.55,volante,9
Thiago Thiago,1982-02-25,1.74,lateral-esquerdo,16
Samuel Diego,1978-09-28,1.84,lateral-direito,18
Samuel João,1959-11-23,1.69,volante,1
Diego André,1978-12-18,2.08,lateral-direito,5
Samuel Henrique,1971-10-23,1.59,lateral-esquerdo,17
Lucas Diego,1980-08-20,1.52,lateral-esquerdo,8
Eduardo Bruno,1986-07-17,1.59,meio-campista,7
Henrique Samuel,1961-09-26,1.7,zagueiro,7
Igor Lucas,1959-04-20,1.64,lateral-esquerdo,4
Marcelo Gustavo,1960-04-20,1.98,lateral-esquerdo,19
Otávio André,1960-07-27,1.65,lateral-direito,7
Lucas Victor,2003-11-08,1.93,volante,16
João Henrique,1980-04-18,1.87,atacante,5
Paulo Samuel,2016-06-21,1.7,atacante,11
Victor Diego,1951-07-21,1.61,meio-campista,6
Gustavo Victor,2007-10-09,1.52,lateral-direito,1
Marcelo Gustavo,1968-11-14,1.88,atacante,4
Otávio Henrique,1988-08-16,1.57,volante,1
Marcelo Paulo,1968-12-09,1.63,volante,12
Paulo Felipe,1990-01-23,1.53,volante,17
Otávio André,1973-05-19,1.84,zagueiro,15
Carlos André,1984-04-13,1.63,zagueiro,3
Otávio Felipe,1966-07-08,2.03,meio-campista,10
Victor Nathan,2004-09-05,1.77,meio-campista,19
Rafael Carlos,1952-12-08,2.07,lateral-direito,12
Otávio Lucas,1951-05-27,1.75,volante,10
Otávio Nathan,1993-03-08,1.54,lateral-esquerdo,18
Samuel Eduardo,1996-10-19,2.05,lateral-esquerdo,2
Samuel Lucas,1969-11-24,1.6,zagueiro,3
André Rafael,1970-12-26,1.67,goleiro,14
Thiago Igor,1973-05-09,1.57,meio-campista,15
Marcelo Felipe,2017-03-15,1.72,lateral-esquerdo,2
Thiago Marcelo,1959-11-10,1.5,goleiro,20
Paulo Bruno,1964-06-01,1.9,lateral-esquerdo,20
André Eduardo,1989-10-25,1.72,meio-campista,7
Eduardo Rafael,1973-08-05,1.96,atacante,9
Victor Igor,2008-01-26,1.55,lateral-direito,12
Eduardo Rafael,1950-07-06,1.63,lateral-esquerdo,19
Felipe Eduardo,1965-10-15,1.84,lateral-esquerdo,14
Thiago Nathan,1995-10-22,1.89,volante,16
Carlos Victor,1994-02-27,1.85,goleiro,4
Gustavo Felipe,1974-11-16,1.66,meio-campista,14
Bruno André,1969-10-22,1.86,volante,9
Igor Felipe,1952-03-21,2.01,lateral-direito,20
Rafael João,1983-12-05,1.82,atacante,9
Carlos João,1973-07-05,1.67,zagueiro,5
Willian Nathan,1958-11-27,1.53,zagueiro,14
Nathan André,1980-07-15,2.08,meio-campista,19
Victor João,2003-03-04,1.9,zagueiro,12
Samuel João,2012-08-02,1.53,lateral-direito,14
Samuel Willian,1986-02-08,1.7,zagueiro,9
Willian Samuel,1975-03-06,2.04,lateral-direito,16
Igor Igor,2005-10-12,1.89,zagueiro,1
João André,1991-07-06,1.76,volante,18
Victor Nathan,2016-12-04,1.75,zagueiro,3
Willian Lucas,1951-07-09,1.79,zagueiro,13
Felipe Henrique,1957-08-03,1.61,meio-campista,4
Henrique Diego,1981-01-11,1.67,volante,16
Carlos Bruno,1971-12-20,1.62,atacante,4
Rafael Nathan,1993-04-25,2.07,zagueiro,13
Nathan Thiago,1958-08-06,2.03,lateral-direito,10
Samuel André,1991-01-11,1.91,zagueiro,19
Henrique Eduardo,2012-04-05,1.68,volante,15
Bruno Eduardo,1965-03-17,1.85,volante,11
João Henrique,1993-09-20,1.88,lateral-esquerdo,16
Carlos Rafael,1992-08-04,1.52,meio-campista,4
Thiago Felipe,2007-10-11,1.61,volante,2
Felipe Rafael,1952-01-04,1.95,lateral-direito,7
Rafael Felipe,1991-07-25,2.1,atacante,4
Henrique Lucas,1955-04-09,1.5,lateral-esquerdo,1
Diego Felipe,1978-10-25,2.06,zagueiro,13
Lucas Victor,1964-03-07,1.74,lateral-esquerdo,6
Willian Marcelo,1994-01-09,1.7,meio-campista,4
Nathan Igor,2007-08-20,2.05,goleiro,19
Rafael Paulo,2007-04-16,1.53,meio-campista,9
Thiago Samuel,1961-03-21,2.07,meio-campista,4
Henrique Felipe,1952-03-05,1.81,lateral-direito,8
Diego Diego,1952-11-02,1.96,atacante,16
Thiago Otávio,2005-07-10,1.75,meio-campista,5
Igor Samuel,1997-06-13,1.52,lateral-esquerdo,2
Nathan Lucas,1953-04-19,1.64,volante,8
Paulo Bruno,1977-03-10,1.9,lateral-esquerdo,17
Eduardo Marcelo,1958-03-13,1.79,zagueiro,13
Felipe Bruno,1975-11-04,1.53,lateral-direito,10
João Willian,1957-10-07,1.91,volante,15
Diego Eduardo,2018-11-09,1.82,meio-campista,18
Bruno João,1995-06-27,1.75,atacante,3
João Bruno,1964-11-04,1.85,meio-campista,8
Marcelo Igor,1973-11-18,1.85,atacante,20
Gustavo Henrique,2005-02-11,2.03,goleiro,14
Otávio André,2003-07-14,1.75,meio-campista,9
Samuel Gustavo,1993-06-17,1.9,zagueiro,8
Bruno André,1973-05-16,1.93,goleiro,20
Otávio Gustavo,1977-06-20,1.66,lateral-esquerdo,20
Eduardo Diego,1988-03-15,1.64,lateral-direito,11
Willian Diego,1953-08-14,2.04,volante,10
André Bruno,1957-02-08,1.59,zagueiro,5
Paulo Marcelo,1983-09-04,1.65,lateral-direito,1
Carlos Nathan,1977-03-15,1.93,meio-campista,3
Carlos Henrique,2009-02-28,1.76,meio-campista,9
Diego André,1965-06-09,1.96,lateral-esquerdo,6
Gustavo André,1956-12-03,2.03,volante,2
Lucas Carlos,2000-08-07,1.99,atacante,18
Igor Henrique,1982-08-25,2.02,lateral-esquerdo,2
Gustavo Henrique,1994-11-27,1.94,lateral-direito,19
João Carlos,1997-10-05,1.65,lateral-direito,15
Paulo Bruno,2000-06-14,2.0,zagueiro,19
Willian Rafael,2009-01-25,1.52,goleiro,15
Willian Rafael,1972-03-18,2.0,lateral-direito,5
João João,1996-09-04,1.94,lateral-direito,14
Marcelo Lucas,2008-02-15,1.6,meio-campista,3
Gustavo Thiago,2010-07-08,1.99,zagueiro,9
Otávio Marcelo,1959-07-05,1.99,meio-campista,12
Lucas Gustavo,1964-09-17,1.64,zagueiro,20
Otávio Samuel,1980-09-20,1.66,atacante,17
Carlos Carlos,2018-02-09,1.65,goleiro,1
André Marcelo,2009-08-07,1.65,lateral-direito,4
Paulo Samuel,2019-07-14,2.05,goleiro,15
Diego Marcelo,1968-02-15,1.98,zagueiro,18
Diego Lucas,2019-02-10,1.76,meio-campista,7
Diego Eduardo,1993-07-20,1.87,zagueiro,6
Thiago Thiago,1984-08-01,1.59,meio-campista,8
Paulo Willian,1952-12-27,1.53,meio-campista,19
André Gustavo,1954-10-15,1.89,goleiro,19
Felipe Felipe,2005-01-08,1.91,lateral-esquerdo,8
João Marcelo,1988-03-18,1.94,volante,5
Diego Eduardo,1969-11-09,2.05,meio-campista,5
João Henrique,2005-03-11,2.0,lateral-esquerdo,7
André Felipe,2006-09-12,1.8,lateral-esquerdo,15
Willian Bruno,1950-07-26,1.75,meio-campista,8
Bruno Nathan,1970-08-20,2.02,meio-campista,1
Lucas Nathan,2004-05-26,1.92,atacante,15
Rafael Paulo,1980-06-27,1.6,lateral-direito,2
Samuel Otávio,1954-06-11,1.75,atacante,3
Eduardo Marcelo,1976-09-13,1.83,meio-campista,3
Marcelo Felipe,1980-07-12,1.71,lateral-esquerdo,7
Gustavo Marcelo,1989-01-06,1.53,atacante,13
Diego André,1983-03-17,1.8,lateral-direito,6
Nathan João,2020-07-02,2.07,zagueiro,16
Lucas João,2008-11-07,1.67,goleiro,9
João Paulo,1999-02-04,1.72,lateral-direito,5
Thiago Paulo,2010-05-10,1.65,meio-campista,8
André Igor,1950-04-28,1.94,meio-campista,17
Nathan Victor,2014-02-24,1.98,atacante,16
Lucas Nathan,1959-12-04,1.71,meio-campista,2
Diego André,2001-11-14,2.04,atacante,18
Diego Otávio,1958-11-14,1.54,atacante,6
Henrique Henrique,1953-05-08,1.73,atacante,2
Victor Nathan,2000-04-17,1.88,atacante,20
Felipe Gustavo,1950-01-22,1.63,goleiro,15
João Diego,1999-12-13,2.04,zagueiro,20
João Paulo,1983-03-20,1.9,zagueiro,1
Nathan Marcelo,1974-05-20,1.58,volante,2
Felipe Thiago,1998-11-08,1.86,zagueiro,14
Carlos Victor,1990-04-15,1.62,volante,5
Carlos Diego,1954-06-12,1.67,atacante,8
Gustavo André,1951-04-19,1.99,goleiro,6
Victor Gustavo,1969-02-05,1.6,lateral-direito,20
Thiago Thiago,1951-04-03,1.62,atacante,10
Felipe Felipe,1990-10-26,2.06,zagueiro,15
Paulo Diego,1972-05-13,1.86,atacante,3
João Willian,1955-03-08,1.93,volante,8
Marcelo Bruno,2000-07-01,2.06,lateral-direito,10
Carlos Rafael,2003-06-17,1.76,lateral-esquerdo,16
Eduardo Marcelo,1967-05-26,1.77,meio-campista,6
Thiago Paulo,2000-12-28,1.89,volante,18
João Victor,2007-12-17,1.64,lateral-direito,6
Diego Victor,1969-06-11,1.58,atacante,19
Eduardo Diego,1971-09-08,2.05,volante,16
Samuel Bruno,1978-01-20,1.96,meio-campista,18
Felipe Samuel,2004-02-01,1.67,goleiro,1
Bruno Paulo,1960-02-01,1.82,lateral-direito,1
Thiago André,1959-04-24,1.62,zagueiro,9
Victor Willian,1963-05-01,1.86,meio-campista,20
Marcelo Victor,1961-09-07,2.08,lateral-esquerdo,6
João Thiago,1969-06-09,1.92,goleiro,20
Diego Lucas,2000-06-05,2.08,meio-campista,18
Igor Samuel,1981-09-04,1.88,goleiro,13
Otávio Paulo,1955-01-13,1.75,atacante,6
Diego Nathan,2006-03-28,2.07,lateral-esquerdo,14
Rafael Igor,2015-04-23,1.66,meio-campista,10
Eduardo Rafael,1994-03-04,1.89,zagueiro,10
Felipe Marcelo,1981-11-28,1.83,meio-campista,12
Eduardo Felipe,1985-11-04,1.58,lateral-esquerdo,8
João André,2007-04-23,1.68,volante,11
Carlos Gustavo,1964-04-06,1.52,zagueiro,6
Rafael André,2015-12-18,1.53,lateral-esquerdo,6
Samuel Paulo,1960-11-05,1.52,zagueiro,2
Rafael Samuel,1975-09-22,1.53,atacante,6
Igor Igor,2012-01-07,1.64,atacante,16
Lucas Willian,1969-08-21,1.97,volante,18
André Igor,2006-02-22,1.74,volante,20
Carlos Eduardo,1977-02-11,2.08,atacante,18
João Gustavo,2014-04-20,1.68,lateral-esquerdo,7
Bruno Paulo,2008-04-12,2.0,goleiro,4
Henrique Gustavo,1979-08-19,1.52,atacante,1
Rafael Nathan,2010-12-06,1.73,lateral-direito,8
Eduardo Lucas,1981-04-20,1.95,atacante,17
Marcelo Marcelo,1990-12-17,1.56,zagueiro,7
Diego Rafael,2018-01-14,1.63,lateral-direito,18
Willian Willian,1957-03-01,1.92,zagueiro,6
Lucas João,1982-06-11,1.54,lateral-direito,8
Igor Thiago,2013-12-01,1.65,lateral-esquerdo,6
Diego Carlos,1978-11-11,2.0,atacante,15
Thiago Victor,1989-04-02,1.98,lateral-esquerdo,9
Rafael Bruno,1965-02-24,1.93,lateral-esquerdo,1
André Lucas,1992-04-01,1.77,meio-campista,8
Felipe Eduardo,1998-05-04,1.84,zagueiro,2
Rafael Felipe,1988-05-12,2.02,zagueiro,14
Igor Igor,1989-04-04,1.62,atacante,7
João Bruno,1978-10-24,1.6,atacante,13
Carlos Gustavo,1962-01-23,1.75,atacante,5
Bruno Eduardo,1952-03-14,1.52,lateral-esquerdo,2
Diego Gustavo,1990-06-28,1.58,goleiro,17
Carlos Diego,1989-07-12,1.73,volante,5
Victor Henrique,1971-04-04,1.59,meio-campista,20
Lucas Bruno,1955-08-08,2.03,atacante,11
André Gustavo,1958-07-14,1.66,lateral-esquerdo,20
André Gustavo,2011-12-22,1.91,goleiro,3
Willian Samuel,1968-02-03,1.75,lateral-direito,9
Rafael Marcelo,1953-02-25,1.62,lateral-esquerdo,2
Henrique Lucas,1957-06-05,2.1,meio-campista,3
Samuel Henrique,1980-05-15,1.82,lateral-esquerdo,10
Henrique Felipe,1954-10-21,1.72,meio-campista,9
Bruno Lucas,2015-07-06,1.89,meio-campista,2
Henrique Victor,1969-04-04,1.86,atacante,4
Samuel Eduardo,1984-02-19,1.77,zagueiro,20
Samuel Felipe,1954-07-20,2.06,atacante,4
Nathan Carlos,2019-09-14,1.52,atacante,5
Gustavo Eduardo,2013-08-08,1.83,lateral-esquerdo,19
Otávio Otávio,1956-07-12,1.95,atacante,1
Bruno Victor,2009-02-21,1.99,lateral-direito,2
João Paulo,1995-09-25,1.61,meio-campista,2
Samuel Samuel,2012-08-21,2.06,atacante,9
Eduardo André,1952-02-04,1.73,lateral-direito,6
Igor Gustavo,1968-06-09,1.75,goleiro,4
Nathan Willian,1987-12-15,1.95,volante,19
Bruno Igor,1962-05-08,1.97,meio-campista,6
Felipe Gustavo,2017-10-24,2.04,atacante,5
Lucas Otávio,1950-10-16,1.52,lateral-direito,16
Rafael Marcelo,1971-12-27,1.59,zagueiro,9
Carlos Thiago,2008-06-26,1.99,lateral-direito,20
Carlos Eduardo,1957-12-14,2.07,atacante,3
Diego Victor,1969-08-07,1.97,atacante,12
Diego Thiago,1995-02-03,1.76,lateral-direito,1
Willian Diego,1970-05-15,1.8,meio-campista,17
Willian Rafael,1958-02-09,1.62,lateral-direito,8
Carlos Lucas,2015-11-09,1.72,goleiro,11
Paulo Lucas,1985-03-20,2.04,zagueiro,9
Victor Felipe,1952-11-01,1.85,zagueiro,16
João Bruno,1999-03-25,1.69,zagueiro,15
Henrique Samuel,1963-01-14,1.5,goleiro,14
André André,1983-09-03,1.59,lateral-esquerdo,11
Henrique Diego,1964-06-09,1.65,zagueiro,16
Samuel André,1993-12-20,1.9,zagueiro,13
Felipe Marcelo,1956-08-02,1.68,atacante,12
Nathan Otávio,1967-02-11,1.73,volante,19
Felipe Henrique,2004-09-23,1.99,volante,18
Marcelo Willian,2010-10-14,1.85,lateral-direito,7
Marcelo Otávio,1959-03-08,1.6,volante,7
Henrique André,1958-11-20,2.07,lateral-direito,16
Victor Bruno,1958-06-07,1.84,volante,19
Felipe Willian,1998-03-16,1.67,lateral-direito,19
Otávio Marcelo,2017-04-15,1.98,zagueiro,18
Otávio Otávio,1985-01-24,2.03,volante,3
Victor Paulo,2007-08-18,1.57,volante,6
Bruno Felipe,1951-06-23,2.07,meio-campista,9
André Felipe,2004-06-14,1.77,lateral-direito,14
Bruno Otávio,1968-02-03,1.92,goleiro,8
Nathan Henrique,1995-09-27,1.81,lateral-esquerdo,1
Nathan Victor,1999-07-17,1.7,atacante,7
Paulo Nathan,2013-05-04,1.75,lateral-direito,3
Otávio Nathan,1976-10-13,1.68,zagueiro,6
Carlos Eduardo,1997-12-26,1.56,lateral-direito,4
Samuel Felipe,1994-05-07,1.63,zagueiro,13
Felipe Nathan,1976-10-17,1.55,lateral-esquerdo,8
Thiago Paulo,1962-01-24,2.07,meio-campista,12
Felipe Rafael,2018-04-07,1.93,goleiro,11
Gustavo Samuel,1955-07-12,1.72,volante,6
Otávio Paulo,2020-12-22,1.84,lateral-direito,15
Felipe Eduardo,2016-08-25,1.95,lateral-direito,7
Nathan Samuel,1990-12-17,1.56,goleiro,10
Bruno Bruno,1950-02-05,1.65,volante,11
Paulo André,1959-03-02,2.04,lateral-esquerdo,11
Samuel Henrique,2001-11-19,2.03,meio-campista,7
Felipe Gustavo,1970-03-03,2.03,volante,2
Diego Gustavo,2010-01-19,1.78,lateral-direito,6
Willian Victor,1986-01-19,1.78,atacante,7
Gustavo Gustavo,1982-09-03,1.74,lateral-direito,19
Eduardo Willian,2014-10-17,1.72,volante,11
Carlos Diego,2014-11-18,1.9,atacante,9
Marcelo Eduardo,2007-02-14,2.02,volante,16
Bruno Nathan,2012-10-21,2.05,lateral-esquerdo,6
Carlos Nathan,1957-05-15,1.75,lateral-direito,20
Marcelo Thiago,1953-02-06,1.66,meio-campista,12
André Gustavo,1966-05-03,1.94,volante,11
Henrique Igor,2011-05-17,1.75,atacante,8
André Gustavo,1983-05-04,1.85,goleiro,16
Gustavo Felipe,2009-03-01,1.72,lateral-esquerdo,17
Bruno Otávio,1985-06-14,1.62,goleiro,12
Rafael Eduardo,1976-06-19,1.96,goleiro,15
Rafael Henrique,2010-10-27,1.63,atacante,8
Lucas Igor,1950-08-10,1.83,lateral-esquerdo,9
Rafael Felipe,1967-04-13,2.08,zagueiro,9
João Carlos,1952-07-07,1.7,atacante,12
Diego Paulo,1983-03-14,2.08,atacante,17
Willian Henrique,1970-06-28,1.5,volante,4
Marcelo Nathan,2003-07-24,1.57,goleiro,9
Felipe Gustavo,2005-05-24,1.89,lateral-esquerdo,17
Rafael Gustavo,2010-03-18,1.5,lateral-esquerdo,7
Henrique João,1996-03-17,1.59,goleiro,15
Otávio Igor,2004-07-17,1.85,volante,11
Henrique André,1985-02-26,1.94,atacante,13
Henrique João,1990-07-01,2.07,meio-campista,2
Rafael Samuel,1960-09-05,2.02,lateral-esquerdo,1
Thiago Victor,2015-01-26,1.64,lateral-direito,16
Marcelo Thiago,2014-10-17,1.82,meio-campista,11
Otávio Gustavo,1970-05-27,1.78,meio-campista,15
Rafael Otávio,2010-08-18,2.03,volante,16
Carlos Willian,1962-01-06,1.73,zagueiro,7
Rafael Paulo,1955-10-14,1.54,lateral-direito,10
Marcelo Felipe,1956-12-18,2.0,goleiro,7
Gustavo Diego,2010-12-04,1.58,lateral-direito,13
João Carlos,1982-02-13,1.91,volante,11
Bruno Igor,1971-03-06,1.86,lateral-direito,18
Marcelo João,1981-10-01,1.99,atacante,5
Paulo Eduardo,1956-12-05,1.53,meio-campista,6
Diego Lucas,1966-03-09,1.76,volante,20
André Rafael,1992-02-07,1.93,zagueiro,3
Nathan Carlos,1999-05-01,1.63,lateral-esquerdo,11
Eduardo André,2010-03-23,1.64,atacante,9
Diego Paulo,1971-06-28,1.87,lateral-direito,12
Paulo Paulo,1976-08-11,1.62,atacante,13
Willian Lucas,1999-05-25,1.6,atacante,11
Igor Felipe,1973-03-10,1.87,goleiro,19
Nathan Thiago,1998-02-26,1.99,lateral-direito,1
Henrique Lucas,1958-12-22,1.83,zagueiro,14
Nathan Rafael,1954-01-10,1.73,lateral-esquerdo,15
Samuel Bruno,1950-09-17,1.93,atacante,2
Rafael Diego,2014-07-10,1.56,lateral-direito,1
Gustavo Otávio,1963-12-15,1.98,lateral-esquerdo,10
